"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8640", "20.7620", "23.5760", "27.5260",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8140", "20.0280", "23.7500", "27.0360",  "F:ST - R:ST",     
Average,,,"01:11.7628", "21.0251", "23.5681", "27.1696"
Best possible,,, "01:08.9090", "19.3680", "23.1300", "26.4110"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Tareek"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:31.5980", "38.0040", "23.4000", "30.1940",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5800", "19.8470", "23.7520", "26.9810",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.1120", "22.0300", "22.9270", "26.1550",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0030", "19.6280", "22.7790", "26.5960",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.7830", "20.1320", "23.2740", "28.3770",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:16.6600", "21.4270", "28.8230", "26.4100",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4580", "19.9630", "22.8640", "26.6310",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7620", "20.0720", "23.2380", "26.4520",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0960", "19.8630", "23.3720", "26.8610",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1970", "19.8590", "23.7600", "26.5780",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7630", "19.9840", "23.0310", "26.7480",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.8750", "20.0080", "25.2590", "26.6080",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8450", "19.9400", "23.1980", "26.7070",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0760", "20.0590", "23.2780", "26.7390",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5630", "20.3330", "23.3460", "26.8840",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.8660", "20.0880", "23.7870", "26.9910",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6760", "19.9840", "23.5580", "27.1340",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.7200", "20.2160", "23.7700", "26.7340",  "F:ST - R:ST",     
Average,,,"01:11.9240", "21.1909", "23.7453", "26.9878"
Best possible,,, "01:08.5620", "19.6280", "22.7790", "26.1550"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:50.0560", "59.8270", "23.3150", "26.9140",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.9680", "21.7270", "25.0160", "26.2250",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.5100", "19.6310", "23.2970", "26.5820",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.2790", "19.5200", "24.9310", "26.8280",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0730", "19.5780", "23.0840", "26.4110",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3910", "19.6120", "23.2650", "26.5140",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.3320", "19.3830", "23.2600", "26.6890",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.5940", "20.7610", "23.3770", "26.4560",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9360", "20.9210", "22.8880", "26.1270",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4990", "19.3220", "22.9320", "26.2450",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.9390", "19.5210", "23.6520", "26.7660",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6240", "19.4800", "23.4490", "26.6950",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0290", "19.5120", "23.7510", "26.7660",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7990", "19.8450", "23.3590", "26.5950",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6120", "19.3010", "23.2160", "27.0950",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0920", "19.5830", "23.6660", "26.8430",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2490", "19.5020", "23.9090", "26.8380",  "F:ST - R:ST",     
"18 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.2300", "20.3950", "23.6120", "37.2230",  "F:ST - R:ST",     
Average,,,"01:12.8451", "22.0789", "23.5544", "27.2118"
Best possible,,, "01:08.3160", "19.3010", "22.8880", "26.1270"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Shane Ross"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:29.3390", "30.2680", "25.6370", "33.4340",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.5770", "20.2120", "26.5010", "26.8640",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3190", "20.1980", "23.1840", "26.9370",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.6350", "20.4550", "23.1700", "27.0100",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.1050", "19.8810", "23.0760", "27.1480",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:16.4470", "21.2460", "28.4850", "26.7160",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3490", "21.4390", "22.7570", "26.1530",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4870", "19.9830", "23.0030", "26.5010",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.3950", "20.0130", "23.5160", "26.8660",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.0460", "19.9440", "23.3680", "26.7340",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.6800", "19.8790", "23.0800", "26.7210",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:12.1020", "19.8740", "25.4390", "26.7890",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2990", "20.1500", "23.1840", "26.9650",  "F:ST - R:ST",     
"14 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0360", "21.6400", "23.0130", "26.3830",  "F:ST - R:ST",     
"15 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.7930", "20.1360", "22.9450", "26.7120",  "F:ST - R:ST",     
"16 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.6680", "20.6970", "23.6200", "27.3510",  "F:ST - R:ST",     
"17 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.8090", "23.6530", "23.6790", "27.4770",  "F:ST - R:ST",     
Average,,,"01:12.3579", "21.1569", "23.9798", "27.2212"
Best possible,,, "01:08.7840", "19.8740", "22.7570", "26.1530"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"bright"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.9930", "31.3230", "24.0520", "26.6180",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:11.0410", "21.8560", "22.9860", "26.1990",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.7110", "19.6080", "22.8870", "26.2160",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.1410", "21.1080", "22.4230", "25.6100",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.1200", "19.2690", "22.9310", "25.9200",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.5190", "19.6050", "22.7070", "26.2070",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4250", "19.5730", "22.7880", "26.0640",  "F:ST - R:ST",     
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.4460", "19.5850", "22.7660", "26.0950",  "F:ST - R:ST",     
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.0630", "20.0040", "22.7430", "26.3160",  "F:ST - R:ST",     
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:10.2540", "21.2800", "22.7930", "26.1810",  "F:ST - R:ST",     
"11 ", vrc_formula_lithium_2023_csp, no,"0", "01:08.3370", "19.5210", "22.7600", "26.0560",  "F:ST - R:ST",     
"12 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.8040", "21.4200", "22.6080", "25.7760",  "F:ST - R:ST",     
"13 ", vrc_formula_lithium_2023_csp, no,"0", "01:07.7740", "19.1690", "22.6540", "25.9510",  "F:ST - R:ST",     
Average,,,"01:09.9714", "21.0247", "22.8537", "26.0930"
Best possible,,, "01:07.2020", "19.1690", "22.4230", "25.6100"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"toguapotobo"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:26.8200", "31.8290", "24.9400", "30.0510",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:13.4490", "20.8160", "24.9940", "27.6390",  "F:ST - R:ST",     
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.3880", "28.6640", "23.9400", "27.7840",  "F:ST - R:ST",     
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:34.0000", "23.5170", "43.0740", "27.4090",  "F:ST - R:ST",     
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:17.7030", "20.5340", "29.8670", "27.3020",  "F:ST - R:ST",     
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:14.4930", "23.4000", "24.1380", "26.9550",  "F:ST - R:ST",     
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:16.6430", "20.6280", "25.3660", "30.6490",  "F:ST - R:ST",     
Average,,,"01:20.4995", "24.1983", "28.0456", "28.2556"
Best possible,,, "01:11.4290", "20.5340", "23.9400", "26.9550"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Alfie Bevan"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:20.0210", "29.8110", "23.6150", "26.5950",  "F:ST - R:ST",     
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:09.4110", "20.0230", "22.9770", "26.4110",  "F:ST - R:ST",     
Average,,,"01:14.7160", "24.9170", "23.2960", "26.5030"
Best possible,,, "01:09.4110", "20.0230", "22.9770", "26.4110"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Miguel Soto"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:21.4550", "29.8040", "24.1560", "27.4950",  "F:ST - R:ST",     
Average,,,"01:21.4550", "29.8040", "24.1560", "27.4950"
Best possible,,, "01:21.4550", "29.8040", "24.1560", "27.4950"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Cameron McIntyre"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"cndelta"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Nick Chin"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Ks"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Genius"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Veit Kolbe"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"Moskito1116"
No laps for this driver


Race 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.4120", ""
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.7120", "0.3"
"bright", "vrc_formula_lithium_2023_csp", "01:07.7740", "0.362"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:07.9440", "0.532"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:08.1160", "0.704"
"bright", "vrc_formula_lithium_2023_csp", "01:08.1200", "0.708"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:08.2430", "0.831"
"bright", "vrc_formula_lithium_2023_csp", "01:08.3370", "0.925"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:08.3450", "0.933"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:08.3800", "0.968"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:08.4020", "0.99"
"bright", "vrc_formula_lithium_2023_csp", "01:08.4250", "1.013"
"bright", "vrc_formula_lithium_2023_csp", "01:08.4460", "1.034"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:08.4990", "1.087"
"bright", "vrc_formula_lithium_2023_csp", "01:08.5190", "1.107"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:08.5590", "1.147"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:08.5590", "1.147"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:08.6320", "1.22"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:08.6640", "1.252"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:08.6660", "1.254"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:07.4120", ""
"bright", "vrc_formula_lithium_2023_csp", "01:07.7740", "0.362"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:07.9440", "0.532"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:08.2430", "0.831"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:08.3450", "0.933"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:08.3800", "0.968"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:08.4990", "1.087"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:08.6660", "1.254"
"novic", "vrc_formula_lithium_2023_csp", "01:08.6950", "1.283"
"Tareek", "vrc_formula_lithium_2023_csp", "01:09.0030", "1.591"
"radspad113", "vrc_formula_lithium_2023_csp", "01:09.1690", "1.757"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "01:09.2980", "1.886"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "01:09.4110", "1.999"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:09.4870", "2.075"
"toguapotobo", "vrc_formula_lithium_2023_csp", "01:13.4490", "6.037"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "01:21.4550", "14.043"


Race 1 consistency
'======================
Driver, Vehicle, Consistency,
"Alexander Sze", "vrc_formula_lithium_2023_csp", "98.28%  1.1899",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "98.25%  1.1904",
"bright", "vrc_formula_lithium_2023_csp", "98.08%  1.3043",
"novic", "vrc_formula_lithium_2023_csp", "97.82%  1.4989",
"Nahteyue", "vrc_formula_lithium_2023_csp", "97.75%  1.5469",
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "97.61%  1.6081",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "97.39%  1.7838",
"Tareek", "vrc_formula_lithium_2023_csp", "97.28%  1.874",
"Shane Ross", "vrc_formula_lithium_2023_csp", "97.22%  1.9303",
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "97.13%  1.9624",
"radspad113", "vrc_formula_lithium_2023_csp", "97.08%  2.0223",
"Darkzi", "vrc_formula_lithium_2023_csp", "96.91%  2.1104",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "96.65%  2.2921",
"toguapotobo", "vrc_formula_lithium_2023_csp", "90.20%  7.1964",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "-",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "-",
"cndelta", "vrc_formula_lithium_2023_csp", "-",
"Nick Chin", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Ks", "vrc_formula_lithium_2023_csp", "-",
"Diego Domingo", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Genius", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Veit Kolbe", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Race 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "19.0870", "-"
"bright", "vrc_formula_lithium_2023_csp", "19.1690", "0.0820"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "19.1730", "0.0860"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "19.2330", "0.1460"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "19.2470", "0.1600"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "19.3010", "0.2140"
"radspad113", "vrc_formula_lithium_2023_csp", "19.3680", "0.2810"
"Nahteyue", "vrc_formula_lithium_2023_csp", "19.4540", "0.3670"
"Darkzi", "vrc_formula_lithium_2023_csp", "19.5080", "0.4210"
"novic", "vrc_formula_lithium_2023_csp", "19.5730", "0.4860"
"Tareek", "vrc_formula_lithium_2023_csp", "19.6280", "0.5410"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "19.6570", "0.5700"
"Shane Ross", "vrc_formula_lithium_2023_csp", "19.8740", "0.7870"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "20.0230", "0.9360"
"toguapotobo", "vrc_formula_lithium_2023_csp", "20.5340", "1.4470"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "29.8040", "10.7170"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "22.3880", "-"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "22.4230", "0.0350"
"bright", "vrc_formula_lithium_2023_csp", "22.4230", "0.0350"
"novic", "vrc_formula_lithium_2023_csp", "22.5540", "0.1660"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "22.6080", "0.2200"
"Darkzi", "vrc_formula_lithium_2023_csp", "22.6180", "0.2300"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "22.7380", "0.3500"
"Shane Ross", "vrc_formula_lithium_2023_csp", "22.7570", "0.3690"
"Nahteyue", "vrc_formula_lithium_2023_csp", "22.7710", "0.3830"
"Tareek", "vrc_formula_lithium_2023_csp", "22.7790", "0.3910"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "22.8880", "0.5000"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "22.9640", "0.5760"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "22.9770", "0.5890"
"radspad113", "vrc_formula_lithium_2023_csp", "23.1300", "0.7420"
"toguapotobo", "vrc_formula_lithium_2023_csp", "23.9400", "1.5520"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "24.1560", "1.7680"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "25.6100", "-"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "25.6500", "0.0400"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "25.6770", "0.0670"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "25.6860", "0.0760"
"Darkzi", "vrc_formula_lithium_2023_csp", "25.7620", "0.1520"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "25.7800", "0.1700"
"novic", "vrc_formula_lithium_2023_csp", "25.8350", "0.2250"
"Nahteyue", "vrc_formula_lithium_2023_csp", "25.9640", "0.3540"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "26.1270", "0.5170"
"Shane Ross", "vrc_formula_lithium_2023_csp", "26.1530", "0.5430"
"Tareek", "vrc_formula_lithium_2023_csp", "26.1550", "0.5450"
"Alexander Sze", "vrc_formula_lithium_2023_csp", "26.2170", "0.6070"
"radspad113", "vrc_formula_lithium_2023_csp", "26.4110", "0.8010"
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "26.4110", "0.8010"
"toguapotobo", "vrc_formula_lithium_2023_csp", "26.9550", "1.3450"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "27.4950", "1.8850"


Race 1 incidents
'======================
Date, Incident, Worth reviewing
"", "Mateusz Wasik reported contact with another vehicle Ali YARDIMCI. Impact speed: 32.36139",
"", "Ali YARDIMCI reported contact with another vehicle Mateusz Wasik. Impact speed: 81.00242",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 97.388084",
"", "Alfie Bevan reported contact with another vehicle Mateusz Wasik. Impact speed: 6.9185853",
"", "Mateusz Wasik reported contact with another vehicle Alfie Bevan. Impact speed: 8.900867",
"", "Tareek reported contact with another vehicle Alexander Sze. Impact speed: 17.214558",
"", "radspad113 reported contact with another vehicle Alexander Sze. Impact speed: 11.089839",
"", "Ali YARDIMCI reported contact with environment. Impact speed: 61.857563",
"", "Alexander Sze reported contact with another vehicle radspad113. Impact speed: 0.018898213",
"", "Alexander Sze reported contact with another vehicle Tareek. Impact speed: 8.542009",
"", "Darkzi reported contact with another vehicle Josh Brookes. Impact speed: 3.3049734",
"", "Darkzi reported contact with another vehicle Alfie Bevan. Impact speed: 28.770144",
"", "Josh Brookes reported contact with another vehicle Darkzi. Impact speed: 14.061696",
"", "Josh Brookes reported contact with another vehicle Nahteyue. Impact speed: 1.9290445",
"", "Colin Kinzer reported contact with another vehicle Alfie Bevan. Impact speed: 8.552867",
"", "Miguel Soto reported contact with another vehicle Tareek. Impact speed: 5.6560106",
"", "Nahteyue reported contact with another vehicle Josh Brookes. Impact speed: 13.493596",
"", "Alfie Bevan reported contact with another vehicle Colin Kinzer. Impact speed: 10.35394",
"", "Alfie Bevan reported contact with another vehicle Darkzi. Impact speed: 22.308025",
"", "Tareek reported contact with another vehicle Miguel Soto. Impact speed: 30.985853",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 23.140017",
"", "Alexander Sze reported contact with another vehicle Tareek. Impact speed: 16.247313",
"", "Alexander Sze reported contact with another vehicle Miguel Soto. Impact speed: 19.244951",
"", "Alexander Sze reported contact with environment. Impact speed: 26.568087",
"", "bright reported contact with another vehicle novic. Impact speed: 19.985844",
"", "novic reported contact with another vehicle bright. Impact speed: 14.67485",
"", "novic reported contact with another vehicle Nahteyue. Impact speed: 16.97058",
"", "Darkzi reported contact with another vehicle Alfie Bevan. Impact speed: 19.832876",
"", "Darkzi reported contact with another vehicle Alexander Sze. Impact speed: 73.863884",
"", "Darkzi reported contact with another vehicle Nahteyue. Impact speed: 60.81497",
"", "Josh Brookes reported contact with another vehicle Alexander Sze. Impact speed: 88.32979",
"", "Miguel Soto reported contact with another vehicle Alexander Sze. Impact speed: 4.9216833",
"", "Miguel Soto reported contact with another vehicle Tareek. Impact speed: 31.274704",
"", "Miguel Soto reported contact with environment. Impact speed: 7.0626225",
"", "Nahteyue reported contact with another vehicle Darkzi. Impact speed: 22.025375",
"", "Nahteyue reported contact with another vehicle bright. Impact speed: 57.801674",
"", "Alfie Bevan reported contact with another vehicle Darkzi. Impact speed: 24.59027",
"", "Mateusz Wasik reported contact with environment. Impact speed: 17.658712",
"", "Mateusz Wasik reported contact with another vehicle Tareek. Impact speed: 29.092188",
"", "Shane Ross reported contact with another vehicle Mateusz Wasik. Impact speed: 11.668223",
"", "Tareek reported contact with another vehicle Mateusz Wasik. Impact speed: 30.622541",
"", "Tareek reported contact with another vehicle Miguel Soto. Impact speed: 20.46567",
"", "Tareek reported contact with environment. Impact speed: 34.49693",
"", "Alexander Sze reported contact with environment. Impact speed: 39.924644",
"", "Alexander Sze reported contact with another vehicle Josh Brookes. Impact speed: 95.7451",
"", "bright reported contact with another vehicle Nahteyue. Impact speed: 43.07317",
"", "bright reported contact with environment. Impact speed: 42.374344",
"", "Josh Brookes reported contact with another vehicle Tareek. Impact speed: 43.06219",
"", "Nahteyue reported contact with another vehicle bright. Impact speed: 19.370852",
"", "Tareek reported contact with another vehicle Josh Brookes. Impact speed: 47.447582",
"", "Tareek reported contact with environment. Impact speed: 15.907367",
"", "Miguel Soto reported contact with another vehicle Alfie Bevan. Impact speed: 16.648714",
"", "Alfie Bevan reported contact with another vehicle Miguel Soto. Impact speed: 4.9137573",
"", "bright reported contact with another vehicle Nahteyue. Impact speed: 2.7119129",
"", "Mateusz Wasik reported contact with environment. Impact speed: 15.459063",
"", "toguapotobo reported contact with another vehicle Alexander Sze. Impact speed: 10.59022",
"", "Alexander Sze reported contact with another vehicle toguapotobo. Impact speed: 0.26741892",
"", "toguapotobo reported contact with environment. Impact speed: 3.4408002",
"", "radspad113 reported contact with environment. Impact speed: 32.43647",
"", "Nahteyue reported contact with another vehicle Shane Ross. Impact speed: 1.9790359",
"", "Shane Ross reported contact with another vehicle Nahteyue. Impact speed: 14.070037",
"", "Shane Ross reported contact with environment. Impact speed: 5.7842464",
"", "radspad113 reported contact with environment. Impact speed: 7.44763",
